,Token,Distance,Model,Color,Price,Motor,Body,Structure,Insurance
1902,AZVuSCcS,۴۰۰٬۰۰۰,۱۳۸۱,سفید,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
1903,AZVuWJK-,۶۳٬۰۰۰,۱۳۹۷,سفید,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1904,AZVuog1u,۲۰۹٬۰۰۰,۱۳۸۵,نوک‌مدادی,۲۵۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
1905,AZVurgUr,۱۱۴٬۰۰۰,۱۳۹۵,خاکستری,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
1906,AZVut73K,۶۷٬۰۰۰,۱۳۹۸,سفید,۴۴۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
1907,AZVuzgl5,۲۶۰٬۰۰۰,۱۳۸۸,خاکستری,۲۶۳٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
1908,AZVy2a8i,۲۱۰٬۰۰۰,۱۳۸۸,بژ,۲۵۳٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
1909,AZVy8Y_u,۱۳۵٬۰۰۰,۱۳۸۲,نقرآبی,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۴ ماه
1910,AZVyoLPW,۲۴۷٬۵۰۰,۱۳۸۹,سفید,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
1911,AZW-PVja,۳۷۰٬۰۰۰,۱۳۸۵,خاکستری,۲۲۲٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۵ ماه
1912,AZW-X_J9,۳۹۰٬۰۰۰,۱۳۸۱,نقره‌ای,۱۷۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱ ماه
1913,AZW-lsJx,۲۷۰٬۰۰۰,۱۳۸۸,سفید,۲۷۲٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
1914,AZW-tIla,۸۱٬۰۰۰,۱۳۹۷,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1915,AZW2-qqz,۳۴۰٬۰۰۰,۱۳۸۷,مسی,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۴ ماه
1916,AZW25KRH,۳٬۰۰۰,۱۴۰۰,سفید,۴۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
1917,AZW2IeOg,۱۴۵٬۰۰۰,۱۳۹۴,سفید,۳۴۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1918,AZW2LC4m,۲۳۰٬۰۰۰,۱۳۸۹,سفید,۲۹۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۲ ماه
1919,AZW2NNhJ,۳۵۰٬۰۰۰,۱۳۸۳,نقره‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۵ ماه
1920,AZW2ZUy9,۷٬۰۰۰,۱۴۰۱,سفید,۵۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1921,AZW2Zi5K,۱۱۴٬۰۰۰,۱۳۹۶,سفید,۲۹۰٬۰۰۰٬۰۰۰ تومان,,دوررنگ,سالم و پلمپ,
1922,AZW2_LbF,۲۰۰٬۰۰۰,۱۳۸۷,مسی,۲۴۲٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
1923,AZW2baDY,۱۳۱٬۰۰۰,۱۳۹۶,سفید,۳۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
1924,AZW2dCqo,۲۲۶٬۰۰۰,۱۳۸۵,خاکستری,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
1925,AZW63skW,۱۴۶٬۰۰۰,۱۳۹۰,سفید,۳۰۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۱۰ ماه
1926,AZW6KDZw,۱۳۶٬۰۰۰,۱۳۹۵,سفید,۳۵۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۱ ناحیه,سالم و پلمپ,۳ ماه
1927,AZW6KioK,۱۴۱٬۰۰۰,۱۳۹۶,سفید,۳۵۹٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۵ ماه
1928,AZW6MGEa,۱۵۰٬۰۰۰,۱۳۸۵,خاکستری,۱۲۰٬۰۰۰٬۰۰۰ تومان,نیاز به تعمیر,تصادفی,سالم و پلمپ,۱۰ ماه
1929,AZW6n8tm,۱۰۹٬۰۰۰,۱۳۹۷,سفید,۳۷۲٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
1930,AZW6vvdd,۸۵٬۰۰۰,۱۳۹۸,خاکستری,۳۴۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,ضربه‌خورده,۴ ماه
1931,AZWCXMS7,۲۲۰٬۰۰۰,۱۳۹۵,سفید,۳۱۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۰ ماه
1932,AZWCYwPp,۱۰۰٬۰۰۰,۱۳۹۶,سفید,۳۲۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۰ ماه
1933,AZWCeBHX,۵٬۴۰۰,۱۴۰۱,سفید,۴۸۳٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1934,AZWChU8B,۳۵۰٬۰۰۰,۱۳۸۵,نقره‌ای,۱۷۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,,۴ ماه
1935,AZWCkuJv,۱۶۵٬۰۰۰,۱۳۹۶,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
1936,AZWCqTRc,۲۴۰٬۰۰۰,۱۳۹۰,سفید,۲۷۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1937,AZWCvwzc,۴۳٬۰۰۰,۱۴۰۰,سفید,۴۵۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۶ ماه
1938,AZWG6Ncb,۲۰۰٬۰۰۰,۱۳۹۰,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
1939,AZWG9mur,۵۸٬۰۰۰,۱۳۹۹,نوک‌مدادی,۴۲۹٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
1940,AZWGNR6t,۳۲۰٬۰۰۰,۱۳۸۲,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
1941,AZWGYYbE,۳۹۰٬۰۰۰,۱۳۸۱,نقره‌ای,۱۷۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۲ ماه
1942,AZWGdiYR,۳۹۰٬۰۰۰,۱۳۸۳,مشکی,۱۸۹٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۳ ماه
1943,AZWGe6Nd,۶۸٬۰۰۰,۱۳۹۹,سفید,۳۷۸٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
1944,AZWGfWo1,۶۳٬۰۰۶,۱۳۸۱,یشمی,۱۶۳٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۸ ماه
1945,AZWGpVRe,۲۵۰٬۰۰۰,۱۳۸۴,خاکستری,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۵ ماه
1946,AZWKN_-p,۲۰۵٬۰۰۰,۱۳۸۹,سفید,۲۷۳٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
1947,AZWKZu7Y,۲۲۰٬۰۰۰,۱۳۸۹,سفید صدفی,۳۰۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
1948,AZWKgAFH,۳۰۰٬۰۰۰,۱۳۸۱,سفید,۱۹۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۷ ماه
1949,AZWO-1--,۱۵۰٬۰۰۰,۱۳۸۸,خاکستری,۲۷۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
1950,AZWO6vJM,۱۰۰٬۰۰۵,۱۳۹۶,سفید,۳۸۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
1951,AZWOL1Bf,۹۰٬۰۰۰,۱۳۹۴,سفید,۳۳۵٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۵ ماه
1952,AZWOO8xq,۱۰۰٬۰۰۰,۱۳۹۷,سفید,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1953,AZWO_SSA,۲۲۵٬۰۰۰,۱۳۸۳,نقره‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۰ ماه
1954,AZWOpnzr,۲۰۰٬۰۰۰,۱۳۸۶,خاکستری,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۰ ماه
1955,AZWS-Snr,۱۰۱٬۰۰۰,۱۳۸۹,سفید,۲۷۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱ ماه
1956,AZWS8JR7,۳۳۰٬۰۰۰,۱۳۸۲,نقره‌ای,۱۹۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1957,AZWS9Ywu,۲۵٬۰۰۰,۱۳۹۹,سفید,۴۴۲٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
1958,AZWSJnZZ,۲۵۲٬۰۰۰,۱۳۸۴,مشکی,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,سالم و پلمپ,۹ ماه
1959,AZWSJo5J,۳۸۰٬۰۰۰,۱۳۸۵,نقره‌ای,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
1960,AZWSLUdz,۱۶۶٬۰۰۰,۱۳۹۵,سفید,۳۵۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
1961,AZWScBzI,۱۶۲٬۰۰۰,۱۳۸۹,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۲ ماه
1962,AZWSrTFu,۲۰۰٬۰۰۰,۱۳۸۲,آلبالویی,۱۸۸٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۰ ماه
1963,AZWSuvMl,۴۳٬۰۰۰,۱۳۹۹,سفید,۴۲۶٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۵ ماه
1964,AZWW5AUx,۲۷۰٬۰۰۰,۱۳۸۹,خاکستری,۲۶۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,,
1965,AZWW7t8Z,۱۹۰٬۰۰۰,۱۳۸۳,مشکی,۱۵۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۰ ماه
1966,AZWWITtC,۱۱۴٬۰۰۰,۱۳۹۴,سفید,۳۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1967,AZWWN65P,۱۸٬۳۰۰,۱۴۰۱,سفید,۵۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1968,AZWWOurt,۵۰٬۰۰۰,۱۳۸۲,بژ,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
1969,AZWWPtue,۱۳۸٬۰۰۰,۱۳۸۹,نوک‌مدادی,۲۷۰٬۰۰۰٬۰۰۰ تومان,,رنگ‌شدگی,سالم و پلمپ,
1970,AZWWd_58,۳۵۰٬۰۰۰,۱۳۸۵,نوک‌مدادی,۲۰۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
1971,AZWWisyb,۲۴۰٬۰۰۰,۱۳۸۹,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
1972,AZWWqCFd,۲۷٬۰۰۰,۱۳۹۹,سفید,۴۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1973,AZWa65Wi,۱۹۰٬۰۰۰,۱۳۹۶,سفید,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
1974,AZWaImmd,۲۰۵٬۰۰۰,۱۳۸۲,نقره‌ای,۲۰۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
1975,AZWaLDDc,۸۰٬۰۰۰,۱۳۹۸,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
1976,AZWabwPe,۵۲٬۰۰۰,۱۳۹۸,سفید,۴۳۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
1977,AZWapyxK,۳۰٬۰۰۰,۱۳۹۹,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
1978,AZWaswiv,۰,۱۴۰۰,سفید صدفی,۵۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1979,AZWe-fZc,۷۲٬۰۰۰,۱۳۹۷,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
1980,AZWe6bJy,۳۸٬۰۰۰,۱۴۰۰,مشکی,۴۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1981,AZWeH7jp,۳۰۰٬۰۰۰,۱۳۸۳,نقره‌ای,۱۷۷٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
1982,AZWeMxjh,۱۰۰٬۰۰۰,۱۳۹۴,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
1983,AZWe_1c2,۱۸۶٬۰۰۰,۱۳۸۴,نقره‌ای,۲۶۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
1984,AZWebExO,۸٬۸۰۰,۱۴۰۱,سفید,۵۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
1985,AZWeggj1,۱۵۹٬۰۰۰,۱۳۸۵,نوک‌مدادی,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,
1986,AZWezI7R,۱۹۱٬۴۱۲,۱۳۸۹,خاکستری,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
1987,AZWi7_x2,۱۶۹٬۰۰۰,۱۳۹۷,سفید,۳۷۵٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۱۱ ماه
1988,AZWiKHEe,۳۰٬۰۰۰,۱۳۹۹,سفید,۴۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
1989,AZWiM6va,۲۴۵٬۰۰۰,۱۳۸۵,مشکی,۲۰۰٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۲ ماه
1990,AZWiXfxE,۲۳۰٬۰۰۰,۱۳۸۳,آلبالویی,۱۸۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۵ ماه
1991,AZWibmp9,۲۵۰٬۰۰۰,۱۳۸۴,نوک‌مدادی,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۴ ماه
1992,AZWierU9,۱۶۸٬۰۰۰,۱۳۹۵,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۰ ماه
1993,AZWiqzJg,۳۰۰٬۰۰۰,۱۳۸۹,سفید,۲۶۱٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
1994,AZWirocG,۳۰۰٬۰۰۰,۱۳۸۶,خاکستری,۱۸۵٬۰۰۰٬۰۰۰ تومان,تعویض شده,دوررنگ,سالم و پلمپ,۴ ماه
1995,AZWm6Jnx,۳۰۸٬۰۰۰,۱۳۸۵,خاکستری,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
1996,AZWmFW75,۳۴۵٬۰۰۰,۱۳۸۴,نقره‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
1997,AZWmOVfL,۰,۱۴۰۱,سفید,۱٬۱۱۱٬۱۱۱٬۱۱۱ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
1998,AZWmrikw,۳۳۰٬۰۰۰,۱۳۹۰,مشکی,۲۹۲٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۳ ماه
1999,AZWmslwg,۸٬۰۰۰,۱۴۰۰,سفید,۴۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
2000,AZWmtVTU,۱۰۰٬۰۰۰,۱۳۹۷,سفید,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
2001,AZWmuvKp,۳۶۵٬۰۰۰,۱۳۸۴,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,,رنگ‌شدگی,سالم و پلمپ,
2002,AZWq-x0I,۲۰٬۰۰۰,۱۴۰۱,سفید,۴۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
2003,AZWq7hfW,۲۷۰٬۰۰۰,۱۳۸۵,نقره‌ای,۲۱۸٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
2004,AZWq8awh,۹۲٬۰۰۰,۱۳۹۶,سفید,۳۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
2005,AZWqHmtV,۸۳٬۰۰۰,۱۳۹۶,سفید,۳۶۴٬۵۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۳ ماه
2006,AZWqMT2j,۱۶۳٬۰۰۰,۱۳۹۴,سفید,۳۲۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۳ ماه
2007,AZWqYKcx,۲۰۰٬۰۰۰,۱۳۹۵,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
2008,AZWqZsk5,۳۲۰٬۰۰۰,۱۳۸۲,نقره‌ای,۱۸۲٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
2009,AZWqeDUv,۷۶٬۷۳۰,۱۳۹۶,خاکستری,۳۵۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
2010,AZWqq_t0,۸۴٬۰۰۰,۱۳۹۴,خاکستری,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
2011,AZWqsbr-,۱۸٬۵۰۰,۱۴۰۰,مشکی,۴۴۸٬۰۰۰٬۰۰۰ تومان,,سالم و بی‌خط و خش,سالم و پلمپ,
2012,AZWqu2pf,۳۹۰٬۰۰۰,۱۳۸۲,خاکستری,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,ضربه‌خورده,۹ ماه
2013,AZWu3J0A,۷۰٬۰۰۰,۱۳۹۷,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۱۰ ماه
2014,AZWu6TCd,۲۴۸٬۰۰۰,۱۳۸۳,مشکی,۲۰۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۳ ماه
2015,AZWu7xA6,۴۰۰٬۰۰۰,۱۳۸۳,نقره‌ای,۱۶۹٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۰ ماه
2016,AZWuYTja,۱۹۵٬۰۰۰,۱۳۹۰,سفید صدفی,۲۹۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
2017,AZWudMWv,۲۵۰٬۰۰۰,۱۳۹۶,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۲ ماه
2018,AZWurNEA,۰,۱۴۰۱,سفید,۵۲۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
2019,AZWuu468,۲۸۰٬۰۰۰,۱۳۸۲,آلبالویی,۱۷۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۳ ماه
2020,AZWuvPyO,۱۴۸٬۰۰۰,۱۳۹۴,سفید,۳۲۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱ ماه
2021,AZWy7-PJ,۳۶۰٬۰۰۰,۱۳۸۱,مشکی,۲۰۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
2022,AZWy7M7-,۱۹۹٬۰۰۰,۱۳۸۹,قهوه‌ای,۲۴۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۶ ماه
2023,AZWyIox5,۵۰٬۰۰۰,۱۳۹۹,سفید,۴۱۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,,
2024,AZWyOYCz,۳۰۰٬۰۰۰,۱۳۸۶,خاکستری,۱۸۵٬۰۰۰٬۰۰۰ تومان,تعویض شده,دوررنگ,سالم و پلمپ,۴ ماه
2025,AZWyOqgx,۴۰٬۰۰۰,۱۳۹۷,مشکی,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,تصادفی,سالم و پلمپ,۵ ماه
2026,AZWyYeSA,۲۵۰٬۰۰۰,۱۳۸۲,نقره‌ای,۲۰۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
2027,AZWydM9n,۱۹۱٬۰۰۰,۱۳۸۹,خاکستری,۳۰۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
2028,AZWydxF9,۱۸۸٬۰۰۰,۱۳۸۳,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,,۹ ماه
2029,AZWyr-iq,۱۷۰٬۰۰۰,۱۳۹۵,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۳ ماه
2030,AZX-ABfl,۲۰۰٬۰۰۰,۱۳۹۵,بادمجانی,۲۹۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۲ ماه
2031,AZX-B95B,۳۱٬۰۰۰,۱۴۰۰,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
2032,AZX-D72Q,۳۵۰٬۰۰۰,۱۳۸۳,خاکستری,۱۷۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
2033,AZX-Rhgu,۶۷٬۰۰۰,۱۳۹۸,سفید,۴۲۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
2034,AZX-dwb5,۶۰٬۰۰۰,۱۳۹۸,خاکستری,۴۰۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
2035,AZX-iWOy,۴۵٬۰۰۰,۱۴۰۰,سفید,۴۶۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۳ ماه
2036,AZX-lglT,۰,۱۴۰۱,سفید صدفی,۵۲۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
2037,AZX-woHU,۲۹٬۰۰۰,۱۳۹۹,سفید,۴۴۳٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,,۶ ماه
2038,AZX2CMRJ,۲۰۰٬۰۰۰,۱۳۸۹,سفید,۳۳٬۳۳۳٬۳۳۳ تومان,سالم,رنگ‌شدگی,,۱۲ ماه
2039,AZX2R3Sq,۱۸۵٬۰۰۰,۱۳۸۹,سفید,۲۹۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۱ ماه
2040,AZX2UfhN,۱۸۹٬۰۰۰,۱۳۹۰,نوک‌مدادی,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۸ ماه
2041,AZX2dVmI,۲۶۰٬۰۰۰,۱۳۸۷,نقره‌ای,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
